Property Name,Property Status,Type,Address,City,State,Zip,Tenant(s),Lease Term,Remaining Term,SqFt,Price/SqFt,Units,Price/Unit,NOI,Cap Rate,Asking Price,Days on Market,Opportunity Zone,Longitude,Latitude
Mosaic Crossing Shopping Center,On-Market,Retail,NEC Route 64 & Route 59,West Chicago,IL,60185,N/A,,,1400,,,,,,,252,No,-88.2086515,41.9154664
2245 W. 111th Street,On-Market,Multifamily,2245 W 111th St,Chicago,IL,60643,N/A,,,49071,,42,,,,"$5,900,000.00 ",8,No,-87.6779064,41.6915349
46 SFH's VALUE ADD,On-Market,Multifamily,643 E 100th Pl,Chicago,IL,60628,N/A,,,,,46,"$173,913.04 ",,,"$8,000,000.00 ",528,No,-87.6073446,41.7117582
2719 North Halsted Medical Space,On-Market,Retail,2719 N Halsted St,Chicago,IL,60614,N/A,,,1100,,1,,,,"$400,000.00 ",109,No,-87.6486976,41.9321359
5124 S Ashland Avenue,On-Market,"Special Purpose, Land",5124 S Ashland Avenue,Chicago,IL,60609,N/A,,,,,0,,,,"$229,900.00 ",152,Yes,-87.6650937,41.800595
Business and Living Space,On-Market,Mixed Use,8409 S Burley Ave,Chicago,IL,60617,N/A,,,,,,,,,"$489,900.00 ",273,Yes,-87.5452718,41.7425916
River Plaza Motor Cycle Parking  2 Spaces,On-Market,Special Purpose,405 N Wabash Ave,Chicago,IL,60611,N/A,,,32,,,,,,"$9,500.00 ",46,No,-87.62650606,41.88998208
9350-64 S South Chicago Ave,On-Market,"Retail, Office",9350-64 S South Chicago Ave,Chicago,IL,60617,N/A,,,17830,$39.26 ,1,,,,"$699,999.00 ",22,No,-87.5494358,41.7248475
1200 Center Avenue,On-Market,Industrial,1200 Center Ave,Chicago Heights,IL,60411,Single,,,4000,$49.98 ,,,,,"$149,900.00 ",825,Yes,-87.6255408,41.5095359
1300 S Wabash,On-Market,Retail,1300 S Wabash Ave,Chicago,IL,60605,Multi,,,15457,$226.43 ,,,"$249,469.00 ",7.13%,"$3,500,000.00 ",322,No,-87.6261547,41.8656172
"2320 W 21 ST, Chicago, IL 60608",On-Market,Multifamily,2320 W 21st St,Chicago,IL,60608,N/A,,,5456,,7,,,,"$849,000.00 ",180,No,-87.6841349,41.8541011
4300 W. North Ave,On-Market,Retail,4300 W. North Ave,Chicago,IL,60639,Multi,,,10559,,,,,,"$2,275,000.00 ",583,No,-87.7340288,41.9102117
Franklin Avenue Commercial Condominium Association,On-Market,"Special Purpose, Land",162 N. Franklin 2nd FL,Chicago,IL,60606,N/A,,,31000,,0,,,,"$680,000.00 ",290,No,-87.6356534,41.8849655
The Douglass Portfolio,On-Market,Multifamily,7635 S. East End:,Chicago,IL,60649,N/A,,,325400,$98.34 ,328,,,9.28%,"$32,000,000.00 ",156,Yes,NA,NA
6958 W. 60th St.,On-Market,Industrial,6958 W 60th St,Chicago,IL,60638,Single,,,47000,,1,,,0.00%,,347,No,-87.79524,41.7832453
South Chicago Retail  Warehouse building on Commercial Ave,On-Market,"Industrial, Office, Retail",8804 S Commercial Ave,Chicago,IL,60617,Multi,,,,,2,,$0.00 ,,"$245,000.00 ",176,No,-87.5515005,41.7352407
1 Deeded Parking Space Available at Icehouse Lofts Condo,On-Market,Special Purpose,2101 W Rice Street P31,Chicago,IL,60622,N/A,,,10,,,,,,"$19,000.00 ",585,No,-87.68007735,41.8968136
"3708 W Roosevelt Rd , Chicago, IL 60624",On-Market,Mixed Use,3708 W Roosevelt Rd,Chicago,IL,60624,Multi,,,3500,,9,,"$45,600.00 ",13.00%,"$300,000.00 ",42,Yes,-87.718242,41.8664907
1300 Hilltop Avenue,On-Market,Industrial,1300 Hilltop Ave,Chicago Heights,IL,60411,N/A,,,106320,,,,,,,480,Yes,-87.6700248,41.508534
1327 W Washington Blvd,On-Market,Office,1327 W Washington Blvd,Chicago,IL,60607,N/A,,,5300,,41,,,,"$1,123,000.00 ",664,No,-87.6608203,41.8826537
1819 S State Street,On-Market,"Retail, Office, Industrial, Mixed Use",1819 S State St,Chicago,IL,60616,N/A,,,9316,,,,,,"$1,395,000.00 ",132,No,-87.62706631,41.85722811
1616 N Western Ave,On-Market,Multifamily,616 N Western Ave,Chicago,IL,60612,N/A,,,8250,,10,,"$276,214.00 ",6.35%,"$4,350,000.00 ",24,No,-87.6871157,41.8926711
3661 S Iron St,On-Market,Industrial,3661 S Iron St,Chicago,IL,60609,N/A,,,19800,,,,,,,47,No,-87.65934587,41.82692145
3931 S Leavitt,On-Market,Industrial,3931 S Leavitt St,Chicago,IL,60609,Single,,,32231,,1,,,,,273,No,-87.67996835,41.82206628
612 N Ogden Avenue,On-Market,"Retail, Multifamily, Land",612 N Ogden Ave,Chicago,IL,60642,N/A,,,3473,,,,,,"$1,000,000.00 ",176,No,-87.6576528,41.8930039
1488 Aberdeen St,On-Market,"Retail, Office",1488 Aberdeen St,Chicago Heights,IL,60411,N/A,,,2516,,3,,,,"$231,481.00 ",41,No,-87.6425906,41.5045296
1657 North Kostner,On-Market,"Industrial, Office",1657 N Kostner Ave,Chicago,IL,60639,Vacant,,,60000,,,,,,,860,No,-87.735782,41.9109258
7038 S. Chappel Ave,On-Market,Multifamily,7038 S. Chappel Ave,Chicago,IL,60649,N/A,,,1,,208,,,,"$15,250,000.00 ",98,Yes,-87.5754209,41.7667995
2451 N Harlem,On-Market,Retail,2451 N Harlem Ave,Chicago,IL,60707,Vacant,,,2100,$154.76 ,1,,,,"$325,000.00 ",416,No,-87.80632362,41.92503975
4159 W Fullerton,On-Market,Mixed Use,4159 W Fullerton Ave,Chicago,IL,60639,N/A,,,,,3,,,,"$700,000.00 ",61,No,-87.7315095,41.9242078
6228 S Claremont Ave,On-Market,Mixed Use,6228 S Claremont Ave,Chicago,IL,60636,N/A,,,0,,,,,,"$209,999.00 ",110,Yes,-87.6826442,41.7801714
7549 S Kenwood Avenue,On-Market,Multifamily,7549 S Kenwood Avenue,Chicago,IL,60619,N/A,,,20200,,19,,,9.00%,"$1,425,000.00 ",134,Yes,-87.5917353,41.7572474
1526 N. Ashland Ave,On-Market,"Multifamily, Mixed Use",1526 N Ashland Ave,Chicago,IL,60622,N/A,,,,,,,,,"$480,000.00 ",369,No,-87.6679476,41.9096221
1316 S. Michigan Ave,On-Market,Retail,1316 S Michigan Ave,Chicago,IL,60605,Single,,,10800,$444.44 ,,,,,"$4,800,000.00 ",565,No,-87.624308,41.8651857
The Yards Plaza Outlot,On-Market,Retail,2044 W 47th St,Chicago,IL,60609,N/A,,,,,,,,,,398,No,-87.67662196,41.80918718
7816 S. Cornell,On-Market,Multifamily,7816 S Cornell Ave,Chicago,IL,60649,N/A,,,27900,,31,,,9.05%,"$2,975,000.00 ",1104,Yes,-87.58443547,41.75267068
415 W. Surf Street,On-Market,Multifamily,415 W Surf St,Chicago,IL,60657,N/A,,,14893,$266.90 ,4,"$993,750.00 ",,,"$3,975,000.00 ",1559,No,-87.64003121,41.93433282
7600 S Kedzie Ave,On-Market,Land,7600 S Kedzie Ave,Chicago,IL,60652,N/A,,,,,,,,,"$3,500,000.00 ",210,No,-87.7035282,41.7553466
"1657 W Division St, Chicago, IL 60622",On-Market,"Mixed Use, Multifamily, Retail",1657 W Division St,Chicago,IL,60622,N/A,,,5000,$277.00 ,,,,10.00%,"$1,385,000.00 ",186,No,-87.6696908,41.9030795
6351 N. Lakewood,On-Market,Multifamily,6351 N. Lakewood,Chicago,IL,60660,N/A,,,27418,,33,,,,"$5,700,000.00 ",8,No,-87.6626568,41.9979653
2916-2926 E 79th St,On-Market,Multifamily,2916-2926 E 79th St,Chicago,IL,60649,N/A,,,9150,,9,,,,"$1,250,000.00 ",16,Yes,-87.5532401,41.7520481
Jefferson Park,On-Market,Office,5960-62 N. Milwaukee Ave,Chicago,IL,60646,N/A,,,12800,,,,,,"$2,600,000.00 ",1860,No,-87.7811371,41.9899472
Prominent RestaurantBar for Sale on the Near West Side,On-Market,"Business for Sale, Hospitality, Retail",Confidential 60612,Chicago,IL,60612,Single,,,9639,,,,,,"$349,500.00 ",102,No,-87.6922441,41.88299251
Beauty Supply Business For Sale,On-Market,Retail,9553 S Jeffery Blvd,Chicago,IL,60617,N/A,,,,,,,,,"$200,000.00 ",3,No,-87.57493181,41.72081981
1040 W. 87th St,On-Market,Multifamily,1040 W 87th St,Chicago,IL,60620,N/A,,,22380,,32,,,,"$1,850,000.00 ",37,Yes,-87.6501504,41.7364164
"1148 W Monroe Street , C",On-Market,"Retail, Land","1148 W Monroe Street , C",Chicago,IL,60607,N/A,,,,,0,,,,"$350,000.00 ",151,No,-87.6566867,41.8805883
7157 S Yale Ave,On-Market,"Retail, Multifamily",7157 S Yale Ave,Chicago,IL,60621,N/A,,,11181,,12,,,,"$450,000.00 ",45,Yes,-87.6306187,41.7637723
2706 N Halsted St commercial storefronts,On-Market,"Retail, Office",2706 N Halsted St,Chicago,IL,60614,Multi,,,7700,,54,,"$213,000.00 ",7.20%,"$2,950,000.00 ",550,No,-87.64896283,41.93167344
6250 Winthrop,On-Market,Multifamily,6250 N Winthrop Ave,Chicago,IL,60660,N/A,,,21932,$314.61 ,39,"$176,923.08 ","$325,717.00 ",4.72%,"$6,900,000.00 ",195,No,-87.65840514,41.99607561
"3100 W Douglass Blvd., Chicago",On-Market,Multifamily,3100 W Douglas Blvd,Chicago,IL,60623,N/A,,,17658,$96.00 ,15,"$113,267.00 ","$98,177.00 ",4.50%,"$1,675,000.00 ",214,No,-87.7032627,41.8631531
High Traffic North Ave Corner,On-Market,Retail,6500 W North Ave Chicago,Chicago,IL,60707,N/A,,,9000,,,,,,,661,No,-87.788489,41.9094849
1749 W 95th St,On-Market,Multifamily,1749 West 95th St,Chicago,IL,60643,N/A,,,19600,,17,,,10.97%,"$1,450,000.00 ",106,No,-87.6667258,41.7208677
Kedzie,On-Market,"Mixed Use, Multifamily, Retail",3801 S Kedzie Ave,Chicago,IL,60632,N/A,,,,,,,,,"$725,000.00 ",16,No,-87.7042058,41.824305
1258 North La Salle Drive,On-Market,"Multifamily, Office, Mixed Use",1258 N La Salle Dr,Chicago,IL,60610,N/A,,,8180,,,,,,"$2,700,000.00 ",103,No,-87.633314,41.9056647
7456 N Clark St,On-Market,Multifamily,7456 N Clark St,Chicago,IL,60626,N/A,,,1,,,,,,"$2,600,000.00 ",182,No,-87.675826,42.0175279
Chicago BronzevilleGrand Boulevard 4636 S. King Drive,On-Market,"Hospitality, Mixed Use, Office, Retail, Special Purpose",4636 S Martin Luther King Dr,Chicago,IL,60653,N/A,,,7500,$146.67 ,,,,,"$1,100,000.00 ",86,No,-87.61687538,41.81008765
Investment apartment buildings,On-Market,Multifamily,8944 S Burley Ave,Chicago,IL,60617,N/A,,,,,5,,,,"$209,000.00 ",65,No,-87.545986,41.7324122
2335 N Oakley,On-Market,Multifamily,2335 N Oakley,Chicago,IL,60647,N/A,,,5000,,,,,,"$1,295,000.00 ",1727,No,-87.6849429,41.9245133
10338 S Western Avenue,On-Market,"Office, Land",10338 S Western Avenue,Chicago,IL,60643,N/A,,,,,0,,,,"$770,000.00 ",277,No,-87.6817697,41.7052389
8241 S. Langley Ave,On-Market,Multifamily,8241 S Langley Ave,Chicago,IL,60619,N/A,,,10728,,9,,,,"$450,000.00 ",37,Yes,-87.6071051,41.7444842
"8304 S Kedzie Ave , Chicago, IL 60652",On-Market,"Mixed Use, Multifamily, Office, Retail",8304 S Kedzie Ave,Chicago,IL,60652,N/A,,,,,2,,,,"$165,000.00 ",163,No,-87.7024508,41.7422379
6924 NORTH AVE,On-Market,"Office, Retail",6924 W North Ave,Chicago,IL,60707,N/A,,,6100,$143.44 ,,,,,"$875,000.00 ",31,No,-87.79823955,41.9090453
4400 S. Calumet Ave,On-Market,Multifamily,4400 S Calumet Ave,Chicago,IL,60653,N/A,,,1,,31,,,,"$7,100,000.00 ",43,No,-87.6184297,41.8146414
1000 South Leavitt Building,On-Market,"Retail, Land",1000 S. Leavitt Street,Chicago,IL,60612,Single,,1,5303,,0,,,,"$3,000,000.00 ",56,No,-87.6814967,41.868836
4704 N Kenmore,On-Market,Office,4704 N Kenmore Ave,Chicago,IL,60640,Single,,,1200,,12,,,,"$189,000.00 ",34,No,-87.6566456,41.9675504
403 E. 69th Street,On-Market,Retail,401 E 69th St,Chicago,IL,60637,N/A,,,8200,$51.83 ,,,,8.84%,"$425,000.00 ",612,No,-87.6152248,41.7692484
5645 S. Calumet Ave,On-Market,Multifamily,5645 S Calumet Ave,Chicago,IL,60637,N/A,,,6600,,,,,,"$795,000.00 ",8,Yes,-87.6171887,41.7916322
507 N Wells,On-Market,Retail,507 N Wells St,Chicago,IL,60654,Multi,,0,5705,$210.34 ,,,,0.00%,"$1,200,000.00 ",223,No,-87.63406454,41.89097645
5431-33 S Wabash,On-Market,Retail,5431 S Wabash Ave,Chicago,IL,60615,N/A,,,,,,,,,"$850,000.00 ",31,Yes,-87.6235935,41.7955015
3223 W Belle Plaine Ave,On-Market,Multifamily,3223 W Belle Plaine Ave,Chicago,IL,60618,N/A,,,1,,12,,"$183,533.00 ",,"$3,100,000.00 ",24,No,-87.7090851,41.9555054
7200 S Vincennes Avenue,On-Market,"Retail, Multifamily",7200 S Vincennes Ave,Chicago,IL,60621,N/A,,,,,24,,,,"$150,000.00 ",45,Yes,-87.6291314,41.7635011
3429 W 47th Street,On-Market,Industrial,3429 W 47th St,Chicago,IL,60632,N/A,,,,,,,,,"$7,500,000.00 ",48,No,-87.710642,41.8073777
2143 W. 51st Place,On-Market,"Office, Land",2143 W. 51st Place,Chicago,IL,60609,Multi,,,4000,,,,,,,1286,Yes,-87.6790355,41.8009593
Prime Redevelopment Opportunity City Block on S Western Ave,On-Market,"Land, Mixed Use",203 S Western Ave,Chicago,IL,60612,N/A,,,,,,,,,"$35,000,000.00 ",103,Yes,NA,NA
5720 S. Michigan Ave,On-Market,Multifamily,5720 S Michigan Ave,Chicago,IL,60637,N/A,,,8000,,,,,,"$1,000,000.00 ",445,Yes,-87.622625,41.7904221
5100 Professional Building,On-Market,Office,5100 S Damen Ave,Chicago,IL,60609,N/A,,,10272,,,,,,,698,Yes,-87.6748334,41.8009924
4901 N St Louis Ave.,On-Market,Multifamily,4901 N St Louis Ave.,Chicago,IL,60625,N/A,,,35759,,52,,"$93,674.00 ",4.68%,"$2,000,000.00 ",194,No,-87.7154891,41.9703764
North Chicago Multifamily Portfolio,On-Market,Multifamily,4901 N St Louis Ave,Chicago,IL,60625,N/A,,,35759,$248.89 ,52,"$171,153.85 ","$573,215.00 ",6.44%,"$8,900,000.00 ",194,No,NA,NA
407 S. Peoria St.,On-Market,"Industrial, Retail",407 S Peoria St,Chicago,IL,60607,Vacant,,,6000,,,,,,,1294,No,-87.6491535,41.8763435
2800 West Washington Boulevard,On-Market,Multifamily,2800 W Washington Blvd,Chicago,IL,60612,N/A,,,9570,,15,,,,"$2,100,000.00 ",37,No,-87.6965909,41.8831751
Secure Dental,On-Market,Office,1828 W Foster Ave,Chicago,IL,60640,Multi,,,1500,,1,,"$59,863.00 ",7.53%,"$795,000.00 ",0,No,-87.6760005,41.976163
824 California,On-Market,"Mixed Use, Multifamily",824 N California Ave,Chicago,IL,60622,N/A,,,2794,,4,,,,,5,No,-87.69702,41.8964664
Lexington Homes Brighton Park Residential Portfolio,On-Market,Land,4754 S Rockwell St,Chicago,IL,60632,N/A,,,,,,,,,,132,No,-87.6893197,41.80658949
1123 North shore,On-Market,Multifamily,1123 North Ave,Chicago,IL,60642,N/A,,,,,8,,,,"$2,100,000.00 ",4,No,-87.658102,41.9106613
Dental Business with Real Estate,On-Market,"Business for Sale, Mixed Use, Office, Retail, Special Purpose",1425 S Neltnor Blvd,West Chicago,IL,60185,N/A,,,3336,$194.84 ,6,,,,"$650,000.00 ",856,No,-88.19469981,41.86040261
5920 S Central Ave,On-Market,Land,5920 S Central Ave,Chicago,IL,60638,N/A,,,,,,,,,,31,No,-87.7623172,41.78500256
111 N. Wabash,On-Market,Office,"111 N Wabash Avenue, Chicago, Il.",Chicago,IL,60602,Vacant,,,415,$301.20 ,,,,,"$125,000.00 ",290,No,-87.6259822,41.883567
5645 N. Milwaukee Ave,On-Market,"Retail, Business for Sale",5645 N Milwaukee Ave,Chicago,IL,60646,N/A,,,1,,,,,,"$1,388,000.00 ",202,No,-87.7751392,41.9842174
1147 North Wells Street,On-Market,Retail,1147 N Wells St,Chicago,IL,60610,N/A,,,2555,,,,,,"$449,000.00 ",315,No,-87.6343282,41.9035185
2525 S Wabash Ave,On-Market,"Retail, Office, Industrial",2525 S Wabash Ave,Chicago,IL,60616,N/A,,,15000,,,,,,"$2,000,000.00 ",45,Yes,-87.6248886,41.8467027
1373-1375 N Milwaukee,On-Market,Retail,1373 N Milwaukee Ave,Chicago,IL,60622,N/A,,,6195,,2,,,,,25,No,NA,NA
2243 W 95th Street,On-Market,"Retail, Land",2243 W 95th Street,Chicago,IL,60643,N/A,,,,,0,,,,"$275,000.00 ",189,No,-87.6788824,41.7206841
8250 S Racine Ave,On-Market,Multifamily,8250 S Racine Ave,Chicago,IL,60620,N/A,,,22500,,20,,,,,223,No,-87.6536926,41.7435656
5748 W North Ave,On-Market,Mixed Use,5748 W North Ave,Chicago,IL,60639,N/A,,,,,3,,,,"$325,000.00 ",27,No,-87.7698185,41.9095602
Galewood Plaza II,On-Market,Retail,6516-6532 W. North Avenue,Chicago,IL,60707,Multi,,,13778,$186.75 ,8,,"$231,570.77 ",9.00%,"$2,573,000.00 ",157,No,-87.7890706,41.9094675
318-20 W 115TH ST,On-Market,"Hospitality, Office, Retail",318 W 115th St,Chicago,IL,60628,N/A,,,2400,$103.75 ,,,,,"$249,000.00 ",91,Yes,-87.6308619,41.6854007
2249 W Irving Park Rd,On-Market,"Retail, Office",2249 W Irving Park Rd,Chicago,IL,60618,N/A,,,1400,$153.57 ,,,,,"$215,000.00 ",237,No,-87.68559033,41.95401323
3700 W 63rd Street,On-Market,Land,3700 W 63rd Street,Chicago,IL,60629,N/A,,,,,,,,,"$1,200,000.00 ",1264,No,-87.7159917,41.7790974
1 Deeded Parking Space Available,On-Market,Special Purpose,2101 W Rice Street P38,Chicago,N/A,60622,N/A,,,180,,,,,,"$19,000.00 ",554,No,-87.6799059,41.8964928
"1501 W 47th St, Chicago, IL",On-Market,"Retail, Office, Mixed Use",1501 W 47th St,Chicago,IL,60609,N/A,,,3131,,2,,,,"$390,000.00 ",32,Yes,-87.6627011,41.808389
43rd Street Market Place,On-Market,"Mixed Use, Multifamily, Retail",63 E 43rd St,Chicago,IL,60653,Multi,1,,8520,$106.81 ,9,"$101,111.11 ","$73,612.00 ",8.09%,"$910,000.00 ",216,No,-87.62357752,41.81650991
LIVE WORK BUILD TO SUIT INVESTDEVELOPE,On-Market,Mixed Use,1219 W Madison St,Chicago,IL,60607,Multi,,,12490,$420.34 ,,,,,"$5,250,000.00 ",4,No,-87.6580355,41.8813422
Lincoln Square  Foster-Western Office Available,On-Market,"Land, Office",5214 N Western Ave,Chicago,IL,60625,Multi,,,9000,,15,,,,"$1,250,000.00 ",209,No,-87.68926202,41.97656168
"Renovated 6 Unit w Strong Cash Flow, Ultra Low Taxes",On-Market,"Mixed Use, Multifamily, Office, Retail",1721 W 65th St,Chicago,IL,60636,Multi,1,,6200,$87.90 ,6,"$90,833.33 ","$77,365.00 ",14.20%,"$545,000.00 ",197,Yes,-87.6675198,41.7756571
4131 S Michigan Ave,On-Market,Multifamily,4131 S Michigan Ave,Chicago,IL,60653,N/A,,,7934,,6,,,7.43%,"$950,000.00 ",148,No,-87.622768,41.819122
MACKELLS INN,On-Market,"Retail, Office, Self Storage, Special Purpose, Business for Sale",3259 W 111th St,Chicago,IL,60655,N/A,,,1500,$166.67 ,,,,,"$250,000.00 ",312,No,-87.7031304,41.6913658
Motor Row QOZ Redevelopment,On-Market,"Industrial, Office, Retail",2221 S Michigan Ave,Chicago,IL,60616,N/A,,,33500,,,,,,,159,Yes,-87.62375858,41.85223683
Neighborhood Retail Strip Center on Busy 47th Street,On-Market,Retail,700 E 47th St,Chicago,IL,60653,N/A,,,3600,$180.56 ,,,,,"$650,000.00 ",224,Yes,-87.6086963,41.8098202
Established Bar Concept For Sale  Confidential West Town,On-Market,Retail,Confidential West Town,Chicago,IL,60642,N/A,,,2500,$130.00 ,,,,,"$325,000.00 ",364,No,-87.6531805,41.9007097
Dupage Business Center,On-Market,Land,Dupage Business Center,West chicago,IL,60185,N/A,,,,,,,,,,1883,No,-88.2532097,41.8767078
221 N Laflin,On-Market,Industrial,221 N Laflin St,Chicago,IL,60607,Vacant,5,,6300,,1,,,,"$1,500,000.00 ",12,No,-87.66428909,41.88604154
"949 N Damen Ave , Chicago, IL 60622",On-Market,Multifamily,949 N Damen Ave,Chicago,IL,60622,N/A,,,,,6,,,7.00%,"$1,725,000.00 ",109,No,-87.6769007,41.8991612
2400 S Troy St,On-Market,Multifamily,2400 S Troy St,Chicago,IL,60623,N/A,,,7900,,7,,,,"$1,300,000.00 ",187,No,-87.7042228,41.8480186
4504 Irving Park Rd,On-Market,Mixed Use,4504 Irving Park Rd,Chicago,IL,60641,N/A,,,13750,$195.00 ,8,,"$193,120.00 ",,"$2,675,000.00 ",131,No,-87.7407576,41.9538189
Triangle Square,On-Market,Land,1725 W Webster Ave,Chicago,IL,60614,N/A,,,,,,,,,,600,No,-87.6715679,41.9213312
Jefferson Park,On-Market,Office,5960 N Milwaukee Ave,Chicago,IL,60646,Multi,,,12800,,,,,,"$2,500,000.00 ",75,No,-87.7811506,41.9899494
4743 S Washtenaw,On-Market,Land,4743 S Washtenaw Ave.,Chicago,IL,60632,N/A,,,,,,,,,,132,No,-87.69049219,41.80722043
OVER 500K in NOI with Renowned Institutions in Chicago,On-Market,Retail,6057 S Western Ave,Chicago,IL,60636,Multi,,,47601,,,,,,,56,Yes,-87.68366261,41.78258904
4815 N Leavitt St,On-Market,Multifamily,4815 N Leavitt St,Chicago,IL,60625,N/A,,,,,4,,,,"$899,000.00 ",187,No,-87.6837894,41.9692279
4017 W. Ogden Avenue,On-Market,"Retail, Mixed Use",4017 W Ogden Ave,Chicago,IL,60632,N/A,,,6000,,,,,,"$459,000.00 ",847,No,-87.7074089,41.8074687
"Chicago, IL 60621 13 Unit Turn Key Building",On-Market,Multifamily,"67th and Halsted, Chicago, IL",Chicago,IL,60621,N/A,,,13290,,13,"$95,000.00 ","$125,000.00 ",9.50%,"$1,325,000.00 ",42,No,-87.64823468,41.77226407
7500 S. South Shore Dr,On-Market,Multifamily,7500 S. South Shore Dr,Chicago,IL,60649,N/A,,,1,,208,,,,"$15,250,000.00 ",98,No,-87.5572512,41.7604052
10801 S Prairie Ave,On-Market,Multifamily,10801 S Prairie Ave,Chicago,IL,60628,N/A,,,,,15,,"$173,094.00 ",12.50%,"$1,400,000.00 ",27,Yes,-87.6168323,41.6979972
1470 W Hubbard,On-Market,"Retail, Office, Industrial",1470 W Hubbard,Chicago,IL,60642,N/A,,,,,,,,,,185,No,-87.6648382,41.8903067
One Capitol Court,On-Market,Office,"9401 S Pulaski Rd #3S, Evergreen Park, IL 60805",Chicago,IL,60805,N/A,,,1900,$68.42 ,,,,,"$130,000.00 ",524,No,-87.72137813,41.7220645
2625 N Halsted St,On-Market,"Retail, Office",2625 N Halsted St,Chicago,IL,60614,N/A,,,1300,,,,,,"$399,000.00 ",10,No,-87.6486039,41.9298583
5844 North Milwaukee Avenue,On-Market,Mixed Use,5844 N Milwaukee Ave,Chicago,IL,60646,N/A,,,11000,,1,,,,"$1,250,000.00 ",777,No,-87.7792159,41.9878205
558 E. 79th Street,On-Market,Retail,558 E. 79th Street,Chicago,IL,60619,Single,,7,5100,,,,,9.00%,"$595,000.00 ",1316,Yes,-87.6103454,41.751469
9944 S Western Ave,On-Market,Retail,9944 S Western Ave,Chicago,IL,60643,Vacant,,,750,,2,,,,"$215,000.00 ",847,No,-87.6821129,41.712349
"6546 W Higgins Ave , Chicago, IL 60656",On-Market,Office,6546 W Higgins Ave,Chicago,IL,60656,N/A,,,2638,$142.15 ,1,,,0.00%,"$375,000.00 ",224,No,-87.79205561,41.97766765
3615 S Hoyne Avenue,On-Market,"Special Purpose, Land",3615 S Hoyne Avenue,Chicago,IL,60609,N/A,,,,,0,,,,"$1,995,000.00 ",186,No,-87.6773011,41.828094
Apostolic House of Prayer,On-Market,Special Purpose,4952 S Paulina St,Chicago,IL,60609,N/A,,,,,,,,,"$500,000.00 ",251,No,-87.66788485,41.80332014
1117 West 18th Place,On-Market,Multifamily,1117 West 18th Pl,Chicago,IL,60608,N/A,,,2728,$291.42 ,4,"$198,750.00 ","$55,046.00 ",7.00%,"$795,000.00 ",6,No,-87.65396332,41.85731182
6201 S Champlain Ave,On-Market,Multifamily,6201 S Champlain Ave,Chicago,IL,60637,N/A,,,24250,,12,,,9.00%,"$2,350,000.00 ",258,Yes,-87.60944,41.78204
6915 S. Peoria,On-Market,Multifamily,6915 S Peoria St,Chicago,IL,60621,N/A,,,,,5,"$61,000.00 ","$36,922.00 ",12.11%,"$305,000.00 ",1420,No,-87.6466479,41.7683212
1350-1354 West Madison Street,On-Market,Land,1350-1354 West Madison Street,Chicago,IL,60607,N/A,,,,,,,,,,294,No,-87.6616242,41.8818186
The Last Louis Sullivan,On-Market,Office,4611 N Lincoln Ave,Chicago,IL,60625,Multi,,,5030,,,,"$86,057.00 ",4.78%,"$1,800,000.00 ",633,No,-87.6861021,41.965301
4342 W Ogden Avenue,On-Market,"Special Purpose, Land",4342 W Ogden Avenue,Chicago,IL,60623,N/A,,,,,0,,,,"$600,000.00 ",6,No,-87.7327464,41.8485461
1534 East 65th Place,On-Market,Multifamily,1534 East 65th Place,Chicago,IL,60637,N/A,,,6822,,6,,,,"$500,000.00 ",156,No,-87.5873871,41.7763282
1127 N Halsted St,On-Market,Land,1127 N. Halsted St,Chicago,IL,60642,N/A,,,,,,,,,,1302,No,-87.647499,41.90224
The Byline Bank Building,On-Market,Office,1110 W. 35th St.,Chicago,IL,60609,N/A,,,39000,,,,,,,1869,No,-87.6538738,41.83085
120 S State St 8th Floor,On-Market,Office,120 S State St 8th Floor,Chicago,IL,60603,Vacant,,,2300,,8,,,,"$998,000.00 ",130,No,-87.628112,41.8801547
Airy Lawndale Lot,On-Market,Land,3712 W Douglas Blvd,Chicago,IL,60623,N/A,,,,,,,,,"$60,000.00 ",118,Yes,-87.71846057,41.86281394
10400 S Kedzie Ave,On-Market,Retail,10400 S Kedzie Ave,Chicago,IL,60655,N/A,,,8740,$108.70 ,,,,,"$950,000.00 ",152,No,-87.7015289,41.70423
4500 W Fullerton Ave,On-Market,Multifamily,4500 W Fullerton Ave,Chicago,IL,60639,N/A,,,32800,,36,,,7.91%,"$6,250,000.00 ",156,No,-87.739175,41.9245153
"260 E Chestnut St, Unit 4",On-Market,"Retail, Office","260 E Chestnut St, Unit 4",Chicago,IL,60611,N/A,,,3672,,,,,,"$995,000.00 ",1819,No,-87.6196672,41.8985263
West Loop Owner-User Bldg or Development Site,On-Market,Office,1100 W Monroe St,Chicago,IL,60607,Vacant,,,48500,,,,,,,259,No,-87.65503571,41.88038182
1727 S Indiana Ave,On-Market,"Retail, Office",1727 S Indiana Ave,Chicago,IL,60616,N/A,,,16500,$106.06 ,,,,,"$1,750,000.00 ",84,No,-87.6218927,41.8583587
Prominent River West Restaurant Site,On-Market,Retail,Confidential River West,Chicago,IL,60642,Single,,,3557,,1,,,,"$150,000.00 ",173,No,-87.6531805,41.9007097
"6830-6858 S Western Ave. Chicago, IL",On-Market,Retail,"6830-6858 S Western Ave. Chicago, IL",Chicago,IL,60636,N/A,,,10125,$266.17 ,12,,,,"$2,695,000.00 ",238,Yes,-87.68330201,41.76896043
